text,label
Đây là một sản phẩm rất ổn,positive
sản phẩm này rất kém,negative
Đây là một máy tính rất ổn,positive
This app is absolutely nice,positive
Tôi rất thích thiết bị này,positive
trò chơi này rất không đáng tiền,negative
ứng dụng này rất kém,negative
I am very disappointed with this app,negative
The laptop works incredible,positive
máy tính này thật sự tốt,positive
This game is absolutely cheap,negative
I regret buying this movie,negative
Tôi rất hài lòng với dịch vụ,positive
I love this movie,positive
Tôi rất thích thiết bị này,positive
I love this item,positive
This is a very broken restaurant,negative
This game is wonderful,positive
I am very happy with this product,positive
This is a very useless laptop,negative
thiết bị này thật sự tệ,negative
This is a beautiful item,positive
Trải nghiệm với sản phẩm rất kém,negative
I am very happy with this restaurant,positive
trò chơi này rất thất vọng,negative
This app is cheap,negative
I am very disappointed with this restaurant,negative
I am very disappointed with this device,negative
Trải nghiệm với sản phẩm rất tuyệt vời,positive
This phone is ugly,negative
This item is absolutely superb,positive
Tôi ghét máy tính này,negative
Đây là một ứng dụng tệ,negative
This is a brilliant laptop,positive
dịch vụ này rất rất ổn,positive
Trải nghiệm với máy tính rất đáng tiền,positive
dịch vụ này rất thất vọng,negative
I regret buying this phone,negative
Đây là một ứng dụng rất ổn,positive
Đây là một máy tính thất vọng,negative
dịch vụ này rất tuyệt vời,positive
I really like this device,positive
This app is bad,negative
điện thoại này thật sự tồi tệ,negative
Trải nghiệm với thiết bị rất không đáng tiền,negative
Tôi rất hài lòng với máy tính,positive
The phone works wonderful,positive
I am very disappointed with this movie,negative
The laptop works very terrible,negative
điện thoại này thật sự tốt,positive
thiết bị này thật sự tuyệt vời,positive
This restaurant is absolutely fantastic,positive
I really like this item,positive
Tôi ghét thiết bị này,negative
Tôi ghét ứng dụng này,negative
Trải nghiệm với thiết bị rất xuất sắc,positive
thiết bị này thật sự thất vọng,negative
Tôi rất hài lòng với điện thoại,positive
Tôi ghét sản phẩm này,negative
trò chơi này thật sự tệ,negative
Trải nghiệm với trò chơi rất rất kém,negative
This is a very terrible phone,negative
I hate this restaurant,negative
I love this game,positive
Đây là một máy tính xuất sắc,positive
The item works perfect,positive
Tôi ghét thiết bị này,negative
The game works very useless,negative
Trải nghiệm với ứng dụng rất tệ,negative
This laptop is absolutely excellent,positive
điện thoại này rất tồi tệ,negative
This phone is absolutely poor,negative
This device is outstanding,positive
Tôi rất hài lòng với sản phẩm,positive
I am very disappointed with this device,negative
I love this movie,positive
dịch vụ này rất rất ổn,positive
I love this service,positive
Trải nghiệm với điện thoại rất tuyệt vời,positive
This product is absolutely poor,negative
Đây là một trò chơi chất lượng cao,positive
This device is absolutely broken,negative
The app works very poor,negative
I am very happy with this product,positive
This is a great phone,positive
I am very happy with this product,positive
Đây là một thiết bị tuyệt vời,positive
Trải nghiệm với ứng dụng rất rất tệ,negative
The movie works superb,positive
điện thoại này rất hoàn hảo,positive
Trải nghiệm với ứng dụng rất rất kém,negative
Tôi rất thích thiết bị này,positive
I am very disappointed with this game,negative
I love this game,positive
Đây là một ứng dụng không đáng tiền,negative
Tôi rất thích dịch vụ này,positive
The service works very awful,negative
I hate this app,negative
Trải nghiệm với trò chơi rất xuất sắc,positive
Đây là một sản phẩm rất tệ,negative
The device works very bad,negative
Trải nghiệm với sản phẩm rất chất lượng cao,positive
This movie is fantastic,positive
This game is ugly,negative
Đây là một trò chơi tuyệt vời,positive
Tôi ghét ứng dụng này,negative
Đây là một sản phẩm rất kém,negative
Tôi rất thất vọng với trò chơi,negative
I hate this item,negative
This is a wonderful laptop,positive
I really like this service,positive
This service is absolutely fantastic,positive
The service works wonderful,positive
This restaurant is cheap,negative
dịch vụ này thật sự hoàn hảo,positive
Đây là một thiết bị xuất sắc,positive
Trải nghiệm với trò chơi rất tốt,positive
The movie works incredible,positive
This restaurant is bad,negative
I am very happy with this service,positive
ứng dụng này thật sự xuất sắc,positive
Trải nghiệm với máy tính rất tốt,positive
This movie is ugly,negative
This device is bad,negative
This laptop is absolutely useless,negative
Đây là một máy tính rất kém,negative
This product is absolutely wonderful,positive
sản phẩm này rất kém,negative
Tôi ghét điện thoại này,negative
thiết bị này rất rất kém,negative
I love this phone,positive
Tôi ghét ứng dụng này,negative
Đây là một sản phẩm kém,negative
Trải nghiệm với ứng dụng rất xuất sắc,positive
Tôi rất hài lòng với điện thoại,positive
Trải nghiệm với sản phẩm rất rất ổn,positive
Trải nghiệm với sản phẩm rất xuất sắc,positive
Trải nghiệm với thiết bị rất đáng tiền,positive
Trải nghiệm với trò chơi rất không đáng tiền,negative
trò chơi này rất tuyệt vời,positive
This is a very horrible movie,negative
sản phẩm này thật sự rất ổn,positive
Tôi ghét trò chơi này,negative
sản phẩm này thật sự chất lượng cao,positive
I hate this product,negative
sản phẩm này thật sự chất lượng cao,positive
máy tính này rất tồi tệ,negative
Trải nghiệm với ứng dụng rất tốt,positive
This app is awful,negative
This is a very awful product,negative
The game works perfect,positive
This product is absolutely excellent,positive
I hate this phone,negative
I regret buying this item,negative
This device is useless,negative
I really like this game,positive
I hate this movie,negative
I hate this service,negative
Trải nghiệm với ứng dụng rất rất ổn,positive
I love this product,positive
This game is absolutely perfect,positive
I really like this phone,positive
I am very disappointed with this app,negative
I am very disappointed with this product,negative
This product is bad,negative
trò chơi này thật sự tệ,negative
This device is awesome,positive
điện thoại này thật sự hoàn hảo,positive
This is a very annoying laptop,negative
I regret buying this app,negative
This phone is worst,negative
Tôi rất hài lòng với sản phẩm,positive
This is a nice phone,positive
Trải nghiệm với trò chơi rất tệ,negative
I regret buying this device,negative
Đây là một điện thoại tệ,negative
I am very happy with this laptop,positive
This is a very horrible restaurant,negative
The movie works very annoying,negative
Tôi rất thất vọng với thiết bị,negative
I hate this phone,negative
I am very happy with this movie,positive
Tôi rất thất vọng với máy tính,negative
The service works very ugly,negative
Tôi rất thất vọng với sản phẩm,negative
ứng dụng này rất rất tệ,negative
I regret buying this product,negative
This is a very disappointing product,negative
This restaurant is absolutely horrible,negative
The movie works very terrible,negative
điện thoại này thật sự tuyệt vời,positive
dịch vụ này thật sự chất lượng cao,positive
ứng dụng này rất rất kém,negative
trò chơi này thật sự xuất sắc,positive
điện thoại này rất xuất sắc,positive
I regret buying this service,negative
Đây là một trò chơi rất kém,negative
ứng dụng này thật sự tuyệt vời,positive
Đây là một ứng dụng rất ổn,positive
sản phẩm này thật sự tuyệt vời,positive
The restaurant works amazing,positive
I am very disappointed with this product,negative
I am very disappointed with this device,negative
Tôi ghét thiết bị này,negative
Tôi rất thích máy tính này,positive
The restaurant works very poor,negative
I am very happy with this app,positive
The laptop works wonderful,positive
Đây là một ứng dụng thất vọng,negative
This device is ugly,negative
Tôi rất thích thiết bị này,positive
Tôi rất thất vọng với điện thoại,negative
This restaurant is absolutely excellent,positive
I am very happy with this service,positive
The device works nice,positive
This phone is terrible,negative
Trải nghiệm với sản phẩm rất tồi tệ,negative
sản phẩm này thật sự thất vọng,negative
I love this product,positive
I am very disappointed with this product,negative
I hate this game,negative
Đây là một điện thoại kém,negative
I am very disappointed with this product,negative
This app is absolutely beautiful,positive
Đây là một điện thoại hoàn hảo,positive
The service works beautiful,positive
Trải nghiệm với trò chơi rất chất lượng cao,positive
The game works very horrible,negative
Tôi rất hài lòng với điện thoại,positive
I love this movie,positive
Tôi rất thất vọng với máy tính,negative
This app is amazing,positive
The restaurant works superb,positive
I love this restaurant,positive
This item is absolutely terrible,negative
This phone is absolutely annoying,negative
I love this restaurant,positive
I love this game,positive
sản phẩm này rất thất vọng,negative
Đây là một sản phẩm tuyệt vời,positive
dịch vụ này rất hoàn hảo,positive
I am very disappointed with this item,negative
máy tính này rất kém,negative
This is a fantastic app,positive
This phone is absolutely awesome,positive
Trải nghiệm với ứng dụng rất kém,negative
I regret buying this service,negative
thiết bị này rất tồi tệ,negative
Tôi rất thích điện thoại này,positive
I love this service,positive
This is a very worst item,negative
Đây là một điện thoại không đáng tiền,negative
This device is absolutely terrible,negative
The product works brilliant,positive
This restaurant is incredible,positive
ứng dụng này rất tuyệt vời,positive
trò chơi này rất tuyệt vời,positive
This item is absolutely incredible,positive
Đây là một ứng dụng hoàn hảo,positive
I am very disappointed with this item,negative
Tôi ghét trò chơi này,negative
This app is absolutely incredible,positive
Đây là một thiết bị rất tệ,negative
I hate this game,negative
điện thoại này thật sự kém,negative
điện thoại này rất kém,negative
This is a wonderful app,positive
Trải nghiệm với thiết bị rất tệ,negative
This is a excellent device,positive
I regret buying this restaurant,negative
This game is superb,positive
Trải nghiệm với dịch vụ rất thất vọng,negative
This is a very cheap movie,negative
This is a very worst device,negative
Tôi ghét ứng dụng này,negative
The device works beautiful,positive
This phone is absolutely fantastic,positive
Trải nghiệm với điện thoại rất kém,negative
Tôi rất thích thiết bị này,positive
This laptop is absolutely incredible,positive
Trải nghiệm với điện thoại rất kém,negative
I love this product,positive
I hate this product,negative
This service is absolutely amazing,positive
I regret buying this item,negative
Tôi rất thất vọng với ứng dụng,negative
Tôi ghét điện thoại này,negative
I hate this movie,negative
I really like this service,positive
Tôi rất thất vọng với trò chơi,negative
Tôi rất thích điện thoại này,positive
This item is absolutely cheap,negative
I really like this product,positive
trò chơi này thật sự kém,negative
Tôi rất thích ứng dụng này,positive
This item is absolutely incredible,positive
Tôi rất thất vọng với dịch vụ,negative
This phone is annoying,negative
This game is superb,positive
I love this laptop,positive
I hate this device,negative
This movie is absolutely worst,negative
I am very happy with this restaurant,positive
This laptop is absolutely disappointing,negative
I regret buying this device,negative
dịch vụ này thật sự kém,negative
I really like this laptop,positive
The product works very bad,negative
thiết bị này thật sự không đáng tiền,negative
Tôi rất hài lòng với thiết bị,positive
This movie is absolutely superb,positive
This device is absolutely perfect,positive
I really like this phone,positive
I am very happy with this device,positive
I regret buying this device,negative
Tôi ghét máy tính này,negative
Đây là một trò chơi tốt,positive
I hate this app,negative
I am very disappointed with this service,negative
The device works very annoying,negative
I regret buying this item,negative
Trải nghiệm với máy tính rất tuyệt vời,positive
thiết bị này rất đáng tiền,positive
Đây là một trò chơi tuyệt vời,positive
I regret buying this service,negative
The app works great,positive
máy tính này rất tốt,positive
dịch vụ này rất tốt,positive
This is a incredible device,positive
This is a awesome service,positive
sản phẩm này rất kém,negative
The game works very horrible,negative
I regret buying this restaurant,negative
I really like this app,positive
I hate this restaurant,negative
Tôi ghét ứng dụng này,negative
Tôi rất thích điện thoại này,positive
I really like this service,positive
Tôi rất hài lòng với thiết bị,positive
Đây là một máy tính chất lượng cao,positive
I really like this phone,positive
The laptop works very ugly,negative
ứng dụng này thật sự đáng tiền,positive
I regret buying this restaurant,negative
Trải nghiệm với máy tính rất kém,negative
Đây là một sản phẩm rất ổn,positive
I love this app,positive
This game is disappointing,negative
ứng dụng này thật sự thất vọng,negative
Đây là một trò chơi đáng tiền,positive
Tôi rất thích ứng dụng này,positive
This app is absolutely awesome,positive
This product is awful,negative
Tôi rất thất vọng với sản phẩm,negative
máy tính này rất tuyệt vời,positive
I am very disappointed with this device,negative
ứng dụng này rất không đáng tiền,negative
Tôi rất thích sản phẩm này,positive
Tôi rất thất vọng với sản phẩm,negative
I am very happy with this movie,positive
I am very disappointed with this restaurant,negative
This laptop is absolutely awful,negative
Đây là một dịch vụ tồi tệ,negative
Tôi rất thích sản phẩm này,positive
The phone works very worst,negative
This is a very disappointing item,negative
Đây là một thiết bị rất kém,negative
Tôi rất thất vọng với thiết bị,negative
Tôi rất hài lòng với điện thoại,positive
I am very happy with this service,positive
trò chơi này thật sự chất lượng cao,positive
I really like this laptop,positive
This laptop is terrible,negative
I am very disappointed with this laptop,negative
Đây là một điện thoại không đáng tiền,negative
This phone is absolutely disappointing,negative
Tôi rất thích dịch vụ này,positive
thiết bị này thật sự không đáng tiền,negative
This laptop is absolutely poor,negative
máy tính này thật sự đáng tiền,positive
I hate this phone,negative
Đây là một sản phẩm rất ổn,positive
Trải nghiệm với ứng dụng rất rất tệ,negative
I really like this phone,positive
Tôi rất thích thiết bị này,positive
This product is incredible,positive
sản phẩm này rất xuất sắc,positive
Đây là một sản phẩm tệ,negative
Đây là một trò chơi xuất sắc,positive
trò chơi này rất thất vọng,negative
Trải nghiệm với thiết bị rất rất tệ,negative
thiết bị này thật sự thất vọng,negative
I regret buying this game,negative
This device is absolutely wonderful,positive
The movie works beautiful,positive
Đây là một điện thoại tồi tệ,negative
This device is absolutely disappointing,negative
Tôi rất hài lòng với trò chơi,positive
I really like this movie,positive
Tôi rất thích máy tính này,positive
This game is worst,negative
trò chơi này thật sự tệ,negative
sản phẩm này thật sự hoàn hảo,positive
Đây là một ứng dụng tốt,positive
Trải nghiệm với điện thoại rất tồi tệ,negative
This product is brilliant,positive
Tôi rất thích trò chơi này,positive
Tôi rất hài lòng với dịch vụ,positive
dịch vụ này thật sự chất lượng cao,positive
The app works very awful,negative
trò chơi này rất tệ,negative
Đây là một trò chơi chất lượng cao,positive
Tôi rất thất vọng với ứng dụng,negative
thiết bị này rất rất kém,negative
Đây là một máy tính chất lượng cao,positive
I love this service,positive
I really like this item,positive
Đây là một máy tính rất ổn,positive
Tôi rất hài lòng với trò chơi,positive
thiết bị này thật sự rất tệ,negative
This phone is absolutely brilliant,positive
Trải nghiệm với điện thoại rất rất tệ,negative
The service works very ugly,negative
I really like this laptop,positive
I hate this game,negative
The product works nice,positive
Đây là một điện thoại tệ,negative
I am very happy with this product,positive
máy tính này rất kém,negative
I am very disappointed with this device,negative
This laptop is terrible,negative
This is a brilliant phone,positive
I am very happy with this laptop,positive
I regret buying this game,negative
I am very happy with this item,positive
I really like this laptop,positive
This laptop is absolutely brilliant,positive
This service is absolutely outstanding,positive
Tôi rất hài lòng với ứng dụng,positive
trò chơi này rất đáng tiền,positive
Đây là một dịch vụ tệ,negative
I am very happy with this service,positive
Trải nghiệm với thiết bị rất tồi tệ,negative
Tôi rất hài lòng với sản phẩm,positive
This app is excellent,positive
This restaurant is terrible,negative
Tôi ghét ứng dụng này,negative
Tôi rất thích ứng dụng này,positive
I really like this game,positive
I regret buying this app,negative
I hate this product,negative
trò chơi này rất thất vọng,negative
Tôi rất hài lòng với ứng dụng,positive
This item is bad,negative
dịch vụ này thật sự hoàn hảo,positive
Đây là một máy tính xuất sắc,positive
This product is absolutely nice,positive
This is a very ugly app,negative
This is a perfect item,positive
This item is ugly,negative
This item is absolutely bad,negative
Trải nghiệm với sản phẩm rất đáng tiền,positive
Tôi rất thích ứng dụng này,positive
Tôi ghét máy tính này,negative
Đây là một trò chơi chất lượng cao,positive
This movie is absolutely disappointing,negative
I am very disappointed with this product,negative
Tôi ghét ứng dụng này,negative
I am very disappointed with this laptop,negative
This laptop is absolutely outstanding,positive
This phone is nice,positive
Trải nghiệm với sản phẩm rất tốt,positive
This movie is absolutely outstanding,positive
Tôi rất thích ứng dụng này,positive
I regret buying this restaurant,negative
I hate this item,negative
I love this product,positive
Tôi rất thất vọng với dịch vụ,negative
I love this item,positive
I love this app,positive
This movie is superb,positive
sản phẩm này rất tốt,positive
Tôi rất hài lòng với điện thoại,positive
The service works perfect,positive
Đây là một thiết bị rất ổn,positive
The service works brilliant,positive
sản phẩm này rất tuyệt vời,positive
I really like this game,positive
This item is absolutely awesome,positive
I am very disappointed with this restaurant,negative
Trải nghiệm với ứng dụng rất thất vọng,negative
Trải nghiệm với dịch vụ rất tốt,positive
Tôi rất thích ứng dụng này,positive
Trải nghiệm với sản phẩm rất kém,negative
This product is absolutely superb,positive
Tôi rất hài lòng với sản phẩm,positive
I regret buying this game,negative
Tôi ghét sản phẩm này,negative
Đây là một trò chơi kém,negative
Trải nghiệm với máy tính rất rất kém,negative
Trải nghiệm với ứng dụng rất chất lượng cao,positive
Tôi rất thích ứng dụng này,positive
This is a perfect device,positive
Tôi rất thích máy tính này,positive
I am very happy with this device,positive
Đây là một máy tính rất kém,negative
Đây là một thiết bị kém,negative
This laptop is worst,negative
This device is ugly,negative
Đây là một trò chơi xuất sắc,positive
máy tính này rất không đáng tiền,negative
The laptop works wonderful,positive
This restaurant is broken,negative
Đây là một dịch vụ thất vọng,negative
thiết bị này rất hoàn hảo,positive
Trải nghiệm với sản phẩm rất rất ổn,positive
điện thoại này rất chất lượng cao,positive
Tôi rất thích điện thoại này,positive
Tôi ghét máy tính này,negative
Tôi rất thích ứng dụng này,positive
máy tính này thật sự hoàn hảo,positive
Tôi ghét dịch vụ này,negative
Tôi rất thích điện thoại này,positive
Tôi rất thích dịch vụ này,positive
Tôi rất hài lòng với thiết bị,positive
This game is absolutely wonderful,positive
I hate this game,negative
This is a incredible item,positive
I really like this item,positive
Tôi rất hài lòng với dịch vụ,positive
sản phẩm này thật sự rất kém,negative
The item works very ugly,negative
Tôi rất thích điện thoại này,positive
thiết bị này rất rất tệ,negative
máy tính này thật sự tệ,negative
This game is absolutely annoying,negative
I am very happy with this device,positive
This product is wonderful,positive
This laptop is disappointing,negative
Trải nghiệm với máy tính rất rất tệ,negative
I regret buying this device,negative
I am very happy with this restaurant,positive
Trải nghiệm với dịch vụ rất tuyệt vời,positive
The laptop works nice,positive
I love this movie,positive
điện thoại này rất rất tệ,negative
I regret buying this restaurant,negative
Đây là một ứng dụng tốt,positive
This is a very horrible game,negative
I regret buying this app,negative
Đây là một dịch vụ rất kém,negative
dịch vụ này thật sự kém,negative
Tôi ghét dịch vụ này,negative
Đây là một thiết bị rất ổn,positive
I love this app,positive
Đây là một điện thoại rất ổn,positive
Tôi rất thích điện thoại này,positive
This restaurant is absolutely awful,negative
Đây là một sản phẩm tồi tệ,negative
I am very happy with this product,positive
This item is superb,positive
I regret buying this game,negative
Tôi ghét điện thoại này,negative
The item works fantastic,positive
Tôi rất thích sản phẩm này,positive
This restaurant is brilliant,positive
I really like this game,positive
sản phẩm này rất hoàn hảo,positive
Tôi rất thất vọng với dịch vụ,negative
I really like this device,positive
This laptop is ugly,negative
Tôi rất hài lòng với sản phẩm,positive
Tôi rất thất vọng với ứng dụng,negative
This device is perfect,positive
I really like this item,positive
This is a brilliant item,positive
thiết bị này rất tệ,negative
Tôi ghét điện thoại này,negative
Tôi rất thất vọng với sản phẩm,negative
This is a perfect laptop,positive
Đây là một thiết bị đáng tiền,positive
Trải nghiệm với điện thoại rất rất tệ,negative
The game works outstanding,positive
ứng dụng này thật sự chất lượng cao,positive
The product works incredible,positive
trò chơi này rất đáng tiền,positive
Trải nghiệm với máy tính rất rất tệ,negative
I am very happy with this product,positive
I love this movie,positive
Tôi rất hài lòng với trò chơi,positive
trò chơi này rất không đáng tiền,negative
Đây là một máy tính tốt,positive
I hate this movie,negative
I regret buying this game,negative
This product is absolutely beautiful,positive
This app is absolutely awesome,positive
điện thoại này thật sự đáng tiền,positive
trò chơi này thật sự tồi tệ,negative
This is a outstanding item,positive
This movie is poor,negative
I hate this product,negative
điện thoại này thật sự tốt,positive
Đây là một ứng dụng rất ổn,positive
This phone is great,positive
I am very happy with this device,positive
máy tính này rất tồi tệ,negative
This movie is disappointing,negative
Tôi rất thích sản phẩm này,positive
I really like this product,positive
dịch vụ này thật sự tồi tệ,negative
máy tính này thật sự tồi tệ,negative
This item is perfect,positive
Trải nghiệm với thiết bị rất rất tệ,negative
I regret buying this device,negative
I love this movie,positive
Đây là một sản phẩm hoàn hảo,positive
The movie works beautiful,positive
This game is absolutely horrible,negative
Đây là một thiết bị đáng tiền,positive
I love this phone,positive
This restaurant is absolutely beautiful,positive
Trải nghiệm với điện thoại rất tuyệt vời,positive
Đây là một dịch vụ rất tệ,negative
This laptop is perfect,positive
Trải nghiệm với dịch vụ rất tệ,negative
Trải nghiệm với thiết bị rất tuyệt vời,positive
Đây là một điện thoại tốt,positive
I really like this app,positive
Tôi rất thích ứng dụng này,positive
máy tính này rất hoàn hảo,positive
sản phẩm này thật sự rất kém,negative
điện thoại này rất chất lượng cao,positive
I am very disappointed with this service,negative
I love this restaurant,positive
Đây là một ứng dụng tồi tệ,negative
Tôi rất hài lòng với trò chơi,positive
This is a outstanding movie,positive
I hate this game,negative
The service works incredible,positive
I regret buying this restaurant,negative
This restaurant is outstanding,positive
thiết bị này thật sự rất kém,negative
Đây là một máy tính rất kém,negative
Đây là một trò chơi chất lượng cao,positive
This restaurant is absolutely ugly,negative
The app works very bad,negative
The service works nice,positive
sản phẩm này rất rất ổn,positive
This product is amazing,positive
This is a nice service,positive
Tôi rất hài lòng với ứng dụng,positive
điện thoại này thật sự đáng tiền,positive
I am very happy with this phone,positive
điện thoại này rất tệ,negative
sản phẩm này thật sự tuyệt vời,positive
This app is incredible,positive
I really like this product,positive
This is a very horrible app,negative
I am very happy with this service,positive
The item works very annoying,negative
I really like this item,positive
điện thoại này thật sự kém,negative
máy tính này rất xuất sắc,positive
Trải nghiệm với sản phẩm rất thất vọng,negative
Đây là một trò chơi tệ,negative
I am very happy with this game,positive
Đây là một điện thoại rất ổn,positive
I love this service,positive
I love this device,positive
dịch vụ này rất tốt,positive
Tôi ghét điện thoại này,negative
điện thoại này thật sự tuyệt vời,positive
The product works very broken,negative
I am very happy with this app,positive
điện thoại này thật sự không đáng tiền,negative
This movie is terrible,negative
This is a fantastic device,positive
Tôi rất thất vọng với sản phẩm,negative
Đây là một ứng dụng xuất sắc,positive
dịch vụ này rất xuất sắc,positive
Đây là một điện thoại rất tệ,negative
The restaurant works brilliant,positive
Tôi ghét máy tính này,negative
Trải nghiệm với sản phẩm rất tồi tệ,negative
Đây là một trò chơi rất ổn,positive
This game is awful,negative
dịch vụ này rất hoàn hảo,positive
This is a very horrible game,negative
This phone is ugly,negative
This service is terrible,negative
I hate this app,negative
Đây là một máy tính tệ,negative
Tôi rất thất vọng với ứng dụng,negative
ứng dụng này thật sự rất ổn,positive
This app is terrible,negative
The item works brilliant,positive
I love this service,positive
This phone is absolutely superb,positive
Tôi rất thất vọng với sản phẩm,negative
The app works very horrible,negative
thiết bị này thật sự rất tệ,negative
ứng dụng này rất rất kém,negative
The service works very worst,negative
This device is poor,negative
I am very disappointed with this app,negative
ứng dụng này rất rất ổn,positive
This device is perfect,positive
Trải nghiệm với thiết bị rất tốt,positive
thiết bị này rất tuyệt vời,positive
This device is great,positive
thiết bị này rất hoàn hảo,positive
Trải nghiệm với dịch vụ rất xuất sắc,positive
I regret buying this movie,negative
The phone works very useless,negative
Đây là một sản phẩm tồi tệ,negative
Đây là một máy tính chất lượng cao,positive
Tôi rất thích trò chơi này,positive
máy tính này rất thất vọng,negative
This is a awesome device,positive
Trải nghiệm với điện thoại rất xuất sắc,positive
This phone is brilliant,positive
The service works beautiful,positive
Đây là một sản phẩm thất vọng,negative
Đây là một ứng dụng tuyệt vời,positive
Trải nghiệm với điện thoại rất không đáng tiền,negative
This movie is absolutely incredible,positive
I am very disappointed with this device,negative
I am very disappointed with this device,negative
I love this movie,positive
The restaurant works very useless,negative
The app works amazing,positive
This is a superb product,positive
This app is absolutely poor,negative
trò chơi này rất tốt,positive
Tôi rất hài lòng với ứng dụng,positive
I hate this item,negative
ứng dụng này thật sự rất kém,negative
This movie is absolutely superb,positive
The movie works great,positive
I really like this service,positive
Tôi rất thích thiết bị này,positive
I am very disappointed with this item,negative
Tôi rất thất vọng với máy tính,negative
Đây là một điện thoại đáng tiền,positive
I love this laptop,positive
I really like this app,positive
This phone is fantastic,positive
This device is absolutely superb,positive
I really like this device,positive
dịch vụ này thật sự rất tệ,negative
I regret buying this phone,negative
This laptop is poor,negative
This service is disappointing,negative
I am very happy with this movie,positive
This item is perfect,positive
ứng dụng này rất xuất sắc,positive
This app is absolutely outstanding,positive
This app is disappointing,negative
Tôi rất thích điện thoại này,positive
máy tính này thật sự tệ,negative
I am very disappointed with this phone,negative
The restaurant works perfect,positive
trò chơi này thật sự tệ,negative
Tôi ghét dịch vụ này,negative
Trải nghiệm với thiết bị rất thất vọng,negative
Tôi rất thất vọng với trò chơi,negative
Tôi ghét trò chơi này,negative
Tôi rất hài lòng với trò chơi,positive
I hate this restaurant,negative
Tôi rất thích máy tính này,positive
This device is beautiful,positive
The phone works very cheap,negative
Đây là một dịch vụ xuất sắc,positive
This is a outstanding phone,positive
Trải nghiệm với máy tính rất kém,negative
Tôi rất thích sản phẩm này,positive
This product is absolutely cheap,negative
ứng dụng này thật sự tệ,negative
I regret buying this laptop,negative
sản phẩm này rất rất kém,negative
điện thoại này rất thất vọng,negative
sản phẩm này thật sự chất lượng cao,positive
Tôi rất hài lòng với sản phẩm,positive
This item is superb,positive
This is a very bad movie,negative
điện thoại này rất tồi tệ,negative
This item is wonderful,positive
This is a very ugly device,negative
Đây là một máy tính đáng tiền,positive
I am very happy with this service,positive
This device is useless,negative
Đây là một máy tính tệ,negative
The restaurant works very worst,negative
máy tính này rất đáng tiền,positive
I regret buying this laptop,negative
I love this app,positive
Tôi rất thất vọng với điện thoại,negative
I am very happy with this product,positive
Tôi rất thích sản phẩm này,positive
I am very disappointed with this game,negative
This laptop is incredible,positive
dịch vụ này rất tệ,negative
Tôi rất thích ứng dụng này,positive
This device is absolutely disappointing,negative
This laptop is wonderful,positive
I love this app,positive
This is a very worst service,negative
Tôi rất thích máy tính này,positive
Tôi rất thích thiết bị này,positive
Đây là một dịch vụ kém,negative
I am very disappointed with this game,negative
Đây là một trò chơi không đáng tiền,negative
I hate this restaurant,negative
Tôi ghét dịch vụ này,negative
Trải nghiệm với sản phẩm rất hoàn hảo,positive
This is a nice restaurant,positive
Trải nghiệm với dịch vụ rất tệ,negative
dịch vụ này rất hoàn hảo,positive
Tôi ghét máy tính này,negative
I love this game,positive
The movie works very useless,negative
thiết bị này rất đáng tiền,positive
Trải nghiệm với điện thoại rất rất ổn,positive
The laptop works very disappointing,negative
Đây là một ứng dụng tuyệt vời,positive
The device works very ugly,negative
máy tính này rất chất lượng cao,positive
Trải nghiệm với sản phẩm rất chất lượng cao,positive
Tôi rất thất vọng với máy tính,negative
Đây là một máy tính chất lượng cao,positive
I am very disappointed with this service,negative
This app is disappointing,negative
Trải nghiệm với dịch vụ rất xuất sắc,positive
I love this app,positive
The movie works very poor,negative
I love this device,positive
This product is absolutely great,positive
I am very happy with this laptop,positive
sản phẩm này rất xuất sắc,positive
This service is amazing,positive
I regret buying this product,negative
I am very disappointed with this movie,negative
I love this movie,positive
This laptop is beautiful,positive
I really like this restaurant,positive
Tôi ghét ứng dụng này,negative
Tôi ghét ứng dụng này,negative
sản phẩm này rất hoàn hảo,positive
The device works very disappointing,negative
Trải nghiệm với ứng dụng rất rất tệ,negative
điện thoại này rất xuất sắc,positive
điện thoại này thật sự xuất sắc,positive
I love this laptop,positive
trò chơi này rất xuất sắc,positive
ứng dụng này thật sự tệ,negative
ứng dụng này rất tệ,negative
This product is absolutely worst,negative
Trải nghiệm với điện thoại rất rất kém,negative
I hate this movie,negative
I regret buying this device,negative
sản phẩm này thật sự đáng tiền,positive
thiết bị này thật sự xuất sắc,positive
Tôi rất thất vọng với máy tính,negative
This game is absolutely wonderful,positive
Trải nghiệm với máy tính rất đáng tiền,positive
This device is incredible,positive
The restaurant works very worst,negative
sản phẩm này thật sự tốt,positive
sản phẩm này rất rất kém,negative
Tôi rất thất vọng với thiết bị,negative
trò chơi này thật sự tuyệt vời,positive
This item is brilliant,positive
Tôi rất thất vọng với ứng dụng,negative
This movie is superb,positive
This is a very bad product,negative
ứng dụng này thật sự tuyệt vời,positive
This is a very annoying movie,negative
This is a very awful phone,negative
This product is awesome,positive
Trải nghiệm với trò chơi rất rất tệ,negative
điện thoại này rất rất tệ,negative
This item is brilliant,positive
I regret buying this device,negative
This game is awesome,positive
Đây là một điện thoại thất vọng,negative
Tôi ghét điện thoại này,negative
The game works very worst,negative
Trải nghiệm với thiết bị rất tốt,positive
máy tính này rất đáng tiền,positive
This is a incredible phone,positive
Tôi rất hài lòng với ứng dụng,positive
I really like this game,positive
Tôi rất thất vọng với điện thoại,negative
